Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type
CHEMBL4474478		None	229.28	0	1.69	18	CC(=O)NCCn1cncc1-c1ccccc1	IC50	'>'	1000000	nM		Outside typical range		UO_0000065					0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL4439222		None	286.37	0	4.13	36	Oc1cccc(OCCC2CCCCC2)c1-c1cnc[nH]1	IC50	'='	1700	nM	5.77			UO_0000065	20.15	0.38	1.64	9.92	0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL4450473		None	401.51	0	4.19	116	O=C(N[C@H]1CC[C@H](C(O)CC2c3ccccc3-c3cncn32)CC1)c1ccccc1	IC50	'='	50	nM	7.3			UO_0000065	18.18	0.33	3.11	10.87	0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL4551141		None	281.4	0	3.75	54	NC(CC1c2ccccc2-c2cncn21)C1CCCCC1	IC50	'='	1100	nM	5.96			UO_0000065	21.17	0.39	2.21	13.59	0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL4161733		None	410.92	1	6.58	BMS-986205	C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1	IC50	'='	1.1	nM	8.96			UO_0000065	21.8	0.42	2.38	21.34	1	CHEMBL4356176	Inhibition of IDO1 (unknown origin)	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354812	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL4468741		None	309.3	0	2.14	9e	CN(C)c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O	IC50	'='	590	nM	6.23			UO_0000065	20.14	0.37	4.09	11.28	0	CHEMBL4356126	Inhibition of IDO1 in IFN-gamma stimulated human HeLa cells assessed as reduction in kynurenine production incubated for 18 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354812	1	Scientific Literature	J Med Chem	2019	CHEMBL3308376		
CHEMBL195008	NECROSTATIN	None	259.33	0	1.43	1; Nec-1	CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S	IC50	'='	110	nM	6.96			UO_0000065	26.83	0.53	5.53	14.46	0	CHEMBL4378714	Inhibition of recombinant human IDO using L-Trp as substrate incubated for 60 mins	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4376828	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4521139		None	464.52	0	3.82	8	CCOC(=O)N1CCC2(CC1)C[C@H](NC(=O)c1cccc3cn[nH]c13)c1cc(OC)ccc1O2	IC50	'='	8.7	nM	8.06			UO_0000065	17.35	0.32	4.24	7.62	0	CHEMBL4358451	Inhibition of IDO1 in IFN-gamma/LPS stimulated human PBMC assessed as reduction in kynurenine production after 48 hrs by RapidFire MS assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354854	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4541737		None	517.38	1	4.42	21	CCOC(=O)N1CCC2(CC1)C[C@H](NC(=O)c1cccc3c1OCO3)c1cc(Br)ccc1O2	IC50	'='	22	nM	7.66			UO_0000065	14.8	0.32	3.24	8.87	0	CHEMBL4358451	Inhibition of IDO1 in IFN-gamma/LPS stimulated human PBMC assessed as reduction in kynurenine production after 48 hrs by RapidFire MS assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354854	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4529203		None	529.39	1	3.86	25	CCOC(=O)N1CCC2(CC1)C[C@H](NC(=O)c1cccc3[nH]c(=O)[nH]c13)c1cc(Br)ccc1O2	IC50	'='	44.9	nM	7.35			UO_0000065	13.88	0.3	3.49	6.31	0	CHEMBL4358451	Inhibition of IDO1 in IFN-gamma/LPS stimulated human PBMC assessed as reduction in kynurenine production after 48 hrs by RapidFire MS assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354854	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4457477		None	512.4	2	5.18	30	CCOC(=O)N1CCC2(CC1)C[C@H](NC(=O)c1cccc3cc[nH]c13)c1cc(Br)ccc1O2	IC50	'='	5.6	nM	8.25			UO_0000065	16.1	0.34	3.07	9.86	0	CHEMBL4358451	Inhibition of IDO1 in IFN-gamma/LPS stimulated human PBMC assessed as reduction in kynurenine production after 48 hrs by RapidFire MS assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354854	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4557994		None	409.29	0	4.11	10	O=C(NCc1cccc(Cn2cnc3ccccc32)c1)c1cc(Br)c[nH]1	IC50	'='	21	nM	7.68			UO_0000065	18.76	0.4	3.57	12.24	0	CHEMBL4359021	Inhibition of IDO1 in IFNgamma-stimulated human MCF7 cells assessed as reduction in L-Kyn level measured after 48 hrs by HPLC analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	MCF7	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354865	1	Scientific Literature	J Med Chem	2020	CHEMBL3308403		
CHEMBL4434929		None	511.36	1	1.1	12	C[C@H](CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NC(=O)CS(N)(=O)=O	IC50	'='	110	nM	6.96			UO_0000065	13.61	0.33	5.86	4.03	0	CHEMBL4339112	Inhibition of human N-terminal GST-tagged IDO1 expressed in Escherichia coli Rosetta(DE3) pLysS using L-tryptophan as substrate measured after 1 hr by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4334553	1	Scientific Literature	ACS Med Chem Lett	2020	None		
CHEMBL4538516		None	414.37	0	2.52	19	N#CCC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1	IC50	'='	180	nM	6.75			UO_0000065	16.28	0.33	4.22	4.94	0	CHEMBL4339112	Inhibition of human N-terminal GST-tagged IDO1 expressed in Escherichia coli Rosetta(DE3) pLysS using L-tryptophan as substrate measured after 1 hr by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4334553	1	Scientific Literature	ACS Med Chem Lett	2020	None		
CHEMBL4465837		None	443.44	0	-0.17	23	N#Cc1cc(N/C(=N\O)c2nonc2SCCNC(=O)CS(N)(=O)=O)ccc1F	IC50	'='	150	nM	6.82			UO_0000065	15.39	0.32	6.99	3.47	0	CHEMBL4339112	Inhibition of human N-terminal GST-tagged IDO1 expressed in Escherichia coli Rosetta(DE3) pLysS using L-tryptophan as substrate measured after 1 hr by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4334553	1	Scientific Literature	ACS Med Chem Lett	2020	None		
CHEMBL4573030		None	347.17	0	2.94	6	CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1	IC50	'='	560	nM	6.25			UO_0000065	18.01	0.45	3.31	7.48	0	CHEMBL4339112	Inhibition of human N-terminal GST-tagged IDO1 expressed in Escherichia coli Rosetta(DE3) pLysS using L-tryptophan as substrate measured after 1 hr by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4334553	1	Scientific Literature	ACS Med Chem Lett	2020	None		
CHEMBL4437616		None	479.46	0	1.65	20	O=C(NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1)C1CS(=O)(=O)C1	IC50	'='	13	nM	7.89			UO_0000065	16.45	0.35	6.24	5.37	0	CHEMBL4339113	Inhibition of IDO1 in interferon-gamma-induced human SKOV3 cells assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 24 hrs by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4334553	1	Scientific Literature	ACS Med Chem Lett	2020	None		
CHEMBL4447439		None	522.36	1	1.14	9a	COCCN1CCN(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)S1(=O)=O	IC50	'='	22.2	nM	7.65			UO_0000065	14.65	0.34	6.51	5.26	0	CHEMBL4354043	Inhibition of recombinant human IDO1 expressed in HEK293 cells assessed as N-formylkynurenine formation by measuring kynurenine level incubated for 12 hrs by microplate reader analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4351002	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3307715		
CHEMBL4449522		None	623.44	1	1.67	9l	O=C(OCCN1CCN(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)S1(=O)=O)N1CC[C@H](F)C1	IC50						Not Determined						0	CHEMBL4354043	Inhibition of recombinant human IDO1 expressed in HEK293 cells assessed as N-formylkynurenine formation by measuring kynurenine level incubated for 12 hrs by microplate reader analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4351002	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3307715		
CHEMBL46723		None	183.21	0	3.03	22	Oc1cccc2[nH]c3ccccc3c12	IC50	'='	400000	nM		Outside typical range		UO_0000065					0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL571661		None	202.26	0	2.76	32	CC(C)Nc1ccc(O)c2ncccc12	IC50						Not Determined						0	CHEMBL1040016	Inhibition of human recombinant IDO expressed in HEK293 cells assessed as blockade of tryptophan degradation by HPLC	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	CHEMBL3307715		
CHEMBL576123		None	213.28	0	3.03	55	CC1=C/C(=N\C(C)C)c2ccccc2C1=O	IC50	'>'	50000	nM				UO_0000065					0	CHEMBL1040016	Inhibition of human recombinant IDO expressed in HEK293 cells assessed as blockade of tryptophan degradation by HPLC	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	CHEMBL3307715		
CHEMBL193664		None	145.16	0	1.47	15	c1ccc(-c2cnn[nH]2)cc1	IC50	'='	70000	nM	4.16			UO_0000065	28.62	0.52	2.68	9.99	0	CHEMBL1040016	Inhibition of human recombinant IDO expressed in HEK293 cells assessed as blockade of tryptophan degradation by HPLC	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	CHEMBL3307715		
CHEMBL571660		None	188.23	0	2.37	31	CCNc1ccc(O)c2ncccc12	IC50						Not Determined						0	CHEMBL1040016	Inhibition of human recombinant IDO expressed in HEK293 cells assessed as blockade of tryptophan degradation by HPLC	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	CHEMBL3307715		
CHEMBL571991		None	136.15	0	0.8	7	OC1Nc2ccccc2N1	IC50						Not Active						0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL568766		None	135.17	0	0.97	8	OC1Cc2ccccc2N1	IC50						Not Active						0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL567662		None	183.3	0	2.44	9	CN1c2ccccc2SC1S	IC50						Not Active						0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL571981		None	226.37	0	2.74	11	CN(C)CSC1Nc2ccccc2S1	IC50	'='	50000	nM	4.3			UO_0000065	19	0.42	1.56	28.17	0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL571436		None	193.3	0	3.1	12	Sc1nc(-c2ccccc2)cs1	IC50	'='	50000	nM	4.3			UO_0000065	22.25	0.49	1.2	33.37	0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL90039	BENZOPHENONE	None	182.22	0	2.92	24	O=C(c1ccccc1)c1ccccc1	IC50	'='	1000000	nM		Outside typical range		UO_0000065					0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL571548		None	182.22	0	2.75	26	OC1c2ccccc2-c2ccccc21	IC50	'>'	1000000	nM		Outside typical range		UO_0000065					0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL576321		None	159.19	0	2.13	21	Nc1ccc(O)c2ccccc12	IC50	'='	6000	nM	5.22			UO_0000065	32.8	0.59	3.09	11.29	0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
CHEMBL193664		None	145.16	0	1.47	1	c1ccc(-c2cnn[nH]2)cc1	IC50	'='	143000	nM	3.85	Outside typical range		UO_0000065					1	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL194429		None	224.06	0	2.23	5	Brc1ccc(-c2c[nH]nn2)cc1	IC50	'='	1256000	nM		Outside typical range		UO_0000065					0	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL1909736		None	203.2	0	1.26	10	COC(=O)c1ccc(-c2cnn[nH]2)cc1	IC50						Not Active						0	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL1909739		None	271.06	0	2.08	14	Ic1nn[nH]c1-c1ccccc1	IC50	'='	1371000	nM		Outside typical range		UO_0000065					0	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL84963	BENZOTRIAZOLE	None	119.13	0	0.96	18	c1ccc2[nH]nnc2c1	IC50	'='	2570000	nM		Outside typical range		UO_0000065					0	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL1471025		None	225.05	0	1.63	20	Brc1ccc(-c2nn[nH]n2)cc1	IC50						Not Active						0	CHEMBL1912585	Inhibition of human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 using L-tryptophan as substrate after 30 mins by microplate reader analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1909637	1	Scientific Literature	Eur J Med Chem	2011	None		
CHEMBL14145		None	144.18	0	2.08	1	c1ccc(-c2c[nH]cn2)cc1	IC50	'='	27000	nM	4.57			UO_0000065	31.69	0.57	2.49	15.93	0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
CHEMBL3286612		None	236.13	0	2.15	25	NNC(=S)Nc1cc(Cl)cc(Cl)c1	IC50	'='	13000	nM	4.89			UO_0000065	20.69	0.51	2.74	9.76	0	CHEMBL3294616	Inhibition of recombinant N-terminal His-tagged human IDO (Ala2 to Gly403) overexpressed in Escherichia coli BL21 AI using L-tryptophan as substrate assessed as formation of kynurenine incubated for 5 mins in presence of p-dimethylaminobenzaldehyde	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3286378	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL3286619		None	316.82	0	3.55	32	CN(NC(=S)Nc1ccc(C#N)c(Cl)c1)c1ccccc1	IC50	'>'	50000	nM				UO_0000065					0	CHEMBL3294616	Inhibition of recombinant N-terminal His-tagged human IDO (Ala2 to Gly403) overexpressed in Escherichia coli BL21 AI using L-tryptophan as substrate assessed as formation of kynurenine incubated for 5 mins in presence of p-dimethylaminobenzaldehyde	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3286378	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL4513476		None	461.56	1	5.19	1	CC(C)(C)OC(=O)N1CCC2(CC1)CC(NC(=O)c1cccc3cc[nH]c13)c1ccccc1O2	IC50	'='	251	nM	6.6			UO_0000065	14.3	0.27	1.41	7.89	0	CHEMBL4358451	Inhibition of IDO1 in IFN-gamma/LPS stimulated human PBMC assessed as reduction in kynurenine production after 48 hrs by RapidFire MS assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354854	1	Scientific Literature	J Med Chem	2020	None		
CHEMBL4561567		None	454.27	0	1.33	7e	O=S1(=O)NCCN1CCNc1nonc1/C(=N/O)Nc1cc(Cl)c(F)c(Cl)c1	IC50	'='	304	nM	6.52			UO_0000065	14.35	0.32	5.19	4.5	0	CHEMBL4354042	Inhibition of recombinant human IDO1 expressed in Escherichia coli BL21 cells using L-tryptophan as substrate incubated for 30 mins by methylene blue dye based microplate reader analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4351002	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4443898		None	577.44	1	0.83	9g	O=S1(=O)N(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)CCN1CCN1CCOCC1	IC50	'='	83.3	nM	7.08			UO_0000065	12.26	0.28	6.25	4.76	0	CHEMBL4354042	Inhibition of recombinant human IDO1 expressed in Escherichia coli BL21 cells using L-tryptophan as substrate incubated for 30 mins by methylene blue dye based microplate reader analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4351002	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL3545369	EPACADOSTAT	3	438.24	0	0.42	1	NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1	IC50	'='	12.6	nM	7.9			UO_0000065	18.03	0.43	7.48	4.71	1	CHEMBL4354043	Inhibition of recombinant human IDO1 expressed in HEK293 cells assessed as N-formylkynurenine formation by measuring kynurenine level incubated for 12 hrs by microplate reader analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4351002	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3307715		
CHEMBL4527348		None	454.55	0	4.87	53; DC102806	CCOc1cc(C(=O)NC(=S)Nc2c(O)ccc3ccccc23)cc(OCC)c1OCC	IC50	'='	18000	nM	4.75			UO_0000065	10.44	0.2	-0.13	5.33	0	CHEMBL4355089	Inhibition of recombinant human IDO1 using L-tryptophan as substrate preincubated for 15 mins followed by substrate addition by methylene blue staining based spectrometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4354789	1	Scientific Literature	Medchemcomm	2019	None		
CHEMBL1935085		None	173.21	0	1.91	Table 1, R16C2	Nc1cc2ccccc2cc1CO	IC50	'='	190000	nM		Outside typical range		UO_0000065					0	CHEMBL1936791	Inhibition of His-tagged recombinant human IDO1 expressed in Escherichia coli using tryptophan as substrate by spectrophotometric analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1932949	1	Scientific Literature	Bioorg Med Chem	2012	None		
CHEMBL486817	HARMOL	None	198.22	0	2.32	Table 1, R21C2	Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12	IC50	'='	2000000	nM		Outside typical range		UO_0000065					0	CHEMBL1936793	Inhibition of IDO1	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1932949	1	Scientific Literature	Bioorg Med Chem	2012	None		
CHEMBL576124		None	289.21	0	2.31	43	Cl.Cl.NCCCNc1ccc(O)c2ccccc12	IC50	'='	5000	nM	5.3			UO_0000065	24.51	0.45	2.99	9.1	0	CHEMBL1040013	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1156818	1	Scientific Literature	J Med Chem	2010	None		
