"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL4278347"	""	"None"	"312.13"	"0"	"4.60"	"57"	"Nc1oc2cncc(Cl)c2c1Nc1ccc(Cl)c(F)c1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"20.19"	"0.43"	"1.70"	"9.83"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4279406"	""	"None"	"311.24"	"0"	"4.31"	"60"	"Nc1oc2cnccc2c1Nc1ccc(F)c(C(F)(F)F)c1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"20.24"	"0.39"	"1.99"	"9.83"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4289829"	""	"None"	"425.89"	"1"	"6.79"	"106"	"CC(C)(C)Oc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"14.79"	"0.29"	"-0.49"	"8.60"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4278364"	""	"None"	"274.78"	"0"	"4.88"	"130"	"Nc1sc2ccc(Cl)cc2c1Nc1ccccc1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4289059"	""	"None"	"421.81"	"1"	"5.48"	"142"	"CCOC(=O)Nc1oc2cnccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL3745873"	""	"None"	"439.88"	"0"	"4.84"	"154"	"Nc1oc2c(-c3ccnc(N4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4293499"	""	"None"	"526.95"	"2"	"7.16"	"165"	"CCOC(=O)Nc1oc2c(-c3cc(C)nc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4294542"	""	"None"	"312.13"	"0"	"4.60"	"166"	"Nc1oc2c(Cl)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'<'"	"500.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4284563"	""	"None"	"433.61"	"0"	"4.56"	"167"	"COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(I)n1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4280533"	""	"None"	"408.82"	"1"	"5.49"	"173"	"COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C#N)cc2)n1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4289506"	""	"None"	"426.84"	"0"	"4.72"	"175"	"COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C(N)=O)cc2)n1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4282903"	""	"None"	"284.71"	"0"	"3.68"	"182"	"N#Cc1nccc2c(Nc3ccccc3Cl)c(N)oc12"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4279449"	""	"None"	"286.24"	"0"	"3.30"	"185"	"N#Cc1nccc2c(Nc3ccc(F)c(F)c3)c(N)oc12"	"IC50"	"'<'"	"500.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4285861"	""	"None"	"336.78"	"0"	"4.87"	"202"	"Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccccc1Cl"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"18.71"	"0.36"	"1.43"	"8.19"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4284653"	""	"None"	"277.69"	"0"	"3.95"	"218"	"Nc1oc2cnc(F)cc2c1Nc1ccccc1Cl"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"22.69"	"0.45"	"2.35"	"9.83"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4291240"	""	"None"	"393.83"	"0"	"4.23"	"219"	"CNC(=O)c1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"16.00"	"0.31"	"2.07"	"5.94"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4290038"	""	"None"	"270.36"	"0"	"4.24"	"235"	"COc1cccc(Nc2c(N)sc3ccccc23)c1"	"IC50"	"'<'"	"500.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4280480"	""	"None"	"399.50"	"1"	"5.51"	"242"	"Cc1cc(-c2nccc3c(Nc4ccccc4N4CCCCC4)c(N)oc23)ccn1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4277745"	""	"None"	"403.84"	"1"	"6.77"	"247"	"Nc1oc2c(-c3ccc4ccccc4c3)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4289093"	""	"None"	"473.90"	"1"	"6.26"	"249"	"Nc1oc2c(-c3ccnc(C(=O)Nc4ccccc4)c3)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4292132"	""	"None"	"453.91"	"1"	"5.39"	"252"	"CC(C)CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4278982"	""	"None"	"439.88"	"1"	"5.15"	"253"	"CCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4290639"	""	"None"	"368.80"	"1"	"5.32"	"264"	"Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4F)c(N)oc23)ccn1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL3545369"	"EPACADOSTAT"	"3.0"	"438.24"	"0"	"0.42"	"1; INCB24360"	"NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL4408558"	"Inhibition of N-terminal His-tagged human TDO expressed in Escherichia coli expression system"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4406833"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""	""
"CHEMBL3628554"	""	"None"	"368.19"	"0"	"2.86"	"4d"	"O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Br)c1"	"IC50"	"'='"	"768.0"	"nM"	"6.12"	""	""	"UO_0000065"	"16.61"	"0.36"	"3.25"	"9.43"	"0"	"CHEMBL3631085"	"Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627649"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""
"CHEMBL3628553"	""	"None"	"303.32"	"0"	"2.41"	"4c"	"Cc1ccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)cc1"	"IC50"	"'='"	"1088.0"	"nM"	"5.96"	""	""	"UO_0000065"	"19.66"	"0.35"	"3.55"	"9.20"	"0"	"CHEMBL3631085"	"Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627649"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""
"CHEMBL3628601"	""	"None"	"402.41"	"0"	"1.57"	"11g"	"O=C1c2ccccc2C(=O)c2c1nnn2Cc1ccc(C(=O)N2CCOCC2)cc1"	"IC50"	"'='"	"116.0"	"nM"	"6.94"	""	""	"UO_0000065"	"17.24"	"0.32"	"5.37"	"7.35"	"0"	"CHEMBL3631085"	"Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627649"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""
"CHEMBL4086143"	"PF-06840003"	"1.0"	"232.21"	"0"	"1.44"	"6; EOS200271; PF-06840003"	"O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1"	"IC50"	"'='"	"140000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4058755"	"Inhibition of human TDO2 using tryptophan as substrate after 22 mins by LC-MS/MS method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4052817"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""
"CHEMBL3087009"	""	"None"	"284.22"	"0"	"2.21"	"5f"	"O=C1c2cc(F)ccc2-n2c1nc1ccc(F)cc1c2=O"	"IC50"	"'='"	"1490.0"	"nM"	"5.83"	""	""	"UO_0000065"	"20.50"	"0.38"	"3.62"	"11.21"	"0"	"CHEMBL4383515"	"Inhibition of recombinant full length C-terminal His-tagged human TDO expressed in Escherichia coli using L-Trp as substrate after 30 mins"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4382205"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2018"	"None"	""	""
"CHEMBL4277268"	""	"None"	"329.23"	"0"	"4.45"	"222"	"Nc1oc2cnc(F)cc2c1Nc1ccc(F)c(C(F)(F)F)c1"	"IC50"	"'<'"	"500.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4283101"	""	"None"	"319.23"	"0"	"4.99"	"230"	"Nc1sc2ccccc2c1Nc1cccc(Br)c1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"19.74"	"0.48"	"1.31"	"16.56"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4283776"	""	"None"	"304.85"	"0"	"4.79"	"232"	"CCc1ccccc1Nc1c(N)sc2ccccc12.Cl"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4279530"	""	"None"	"367.81"	"1"	"5.92"	"240"	"Cc1cc(-c2cccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4292812"	""	"None"	"422.67"	"1"	"6.92"	"258"	"Nc1oc2c(-c3cc(Cl)cc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'>'"	"2000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL4283109"	""	"None"	"220.23"	"0"	"0.52"	"1"	"N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O"	"IC50"	"'='"	"60220.0"	"nM"	"4.22"	""	""	"UO_0000065"	"19.16"	"0.36"	"3.70"	"4.57"	"0"	"CHEMBL4262893"	"Inhibition of recombinant human TDO assessed as reduction in conversion of L-tryptophan to kynurenine by methylene blue dye based spectrometric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4261541"	"1"	"Scientific Literature"	"Medchemcomm"	"2017"	"None"	""	""
